# Time-averaged data for fix save_thermo
# TimeStep v_vstep v_vtime v_vtemp v_vpress v_vvol v_vden v_vetot v_vpe
800000 800000 800000 265.421 -41.1301 101197 0.99769 -34576.5 -39916.1
800050 800050 800050 269.645 -279.571 101183 0.997831 -34622.4 -40046.9
800100 800100 800100 262.882 -174.492 101122 0.998432 -34717.2 -40005.7
800150 800150 800150 266.113 -336.136 100999 0.999645 -34781.9 -40135.4
800200 800200 800200 263.498 58.3362 100819 1.00143 -34851.5 -40152.4
800250 800250 800250 262.421 312.223 100660 1.00301 -34927.8 -40207
800300 800300 800300 262.695 122.456 100557 1.00404 -35002.5 -40287.3
800350 800350 800350 260.67 -213.784 100474 1.00487 -35062.3 -40306.3
800400 800400 800400 255.443 132.225 100359 1.00602 -35106 -40244.8
800450 800450 800450 259.133 222.954 100255 1.00706 -35122 -40335.1
800500 800500 800500 259.751 413.817 100196 1.00766 -35133.4 -40358.9
800550 800550 800550 260.543 384.184 100210 1.00752 -35157.6 -40399.1
800600 800600 800600 258.909 169.38 100295 1.00667 -35195.1 -40403.7
800650 800650 800650 255.12 121.895 100422 1.00539 -35225.6 -40358
800700 800700 800700 254.221 51.5697 100584 1.00377 -35214.8 -40329.1
800750 800750 800750 261.2 -232.361 100739 1.00223 -35166 -40420.7
800800 800800 800800 263.364 -278.351 100839 1.00123 -35115.1 -40413.3
800850 800850 800850 263.064 -99.2489 100880 1.00083 -35095.1 -40387.3
800900 800900 800900 259.56 154.487 100899 1.00064 -35109.7 -40331.4
800950 800950 800950 261.135 -186.094 100933 1.0003 -35148.9 -40402.2
801000 801000 801000 259.502 -553.077 100942 1.00021 -35220.3 -40440.8
801050 801050 801050 256.204 -273.401 100872 1.0009 -35282.3 -40436.5
801100 801100 801100 254.68 -102.189 100739 1.00222 -35302.2 -40425.7
801150 801150 801150 256.984 148.023 100588 1.00374 -35285 -40454.9
801200 801200 801200 255.973 67.146 100463 1.00498 -35232.1 -40381.6
801250 801250 801250 261.384 292.057 100365 1.00596 -35180.7 -40439.1
801300 801300 801300 260.754 87.6922 100334 1.00627 -35164.3 -40410
801350 801350 801350 259.999 -147.554 100324 1.00637 -35160.1 -40390.6
801400 801400 801400 259.957 -16.7308 100292 1.0067 -35150.8 -40380.5
801450 801450 801450 259.609 -36.727 100261 1.007 -35129.1 -40351.8
801500 801500 801500 262.722 -25.9884 100230 1.00731 -35098 -40383.3
801550 801550 801550 262.744 -49.35 100200 1.00761 -35070.2 -40356
801600 801600 801600 260.757 -39.488 100187 1.00775 -35022.3 -40268.1
801650 801650 801650 263.27 64.4465 100180 1.00782 -34962.4 -40258.7
801700 801700 801700 262.255 147.302 100178 1.00783 -34917.9 -40193.8
801750 801750 801750 263.689 377.24 100210 1.00752 -34890.6 -40195.4
801800 801800 801800 266.419 -146.32 100299 1.00662 -34890.9 -40250.6
801850 801850 801850 261.076 -331.262 100372 1.00589 -34956.5 -40208.7
801900 801900 801900 260.108 -150.427 100388 1.00573 -35038.7 -40271.4
801950 801950 801950 258.693 -239.862 100367 1.00594 -35080.7 -40284.9
802000 802000 802000 257.607 17.7453 100304 1.00657 -35102.1 -40284.5
802050 802050 802050 262.795 198.867 100237 1.00725 -35112.1 -40398.9
802100 802100 802100 258.486 180.11 100203 1.00759 -35131.2 -40331.2
802150 802150 802150 257.31 -21.9164 100185 1.00777 -35162.6 -40339
802200 802200 802200 258.635 -121.067 100160 1.00802 -35188.3 -40391.4
802250 802250 802250 260.555 82.0884 100132 1.0083 -35201.8 -40443.5
802300 802300 802300 261.819 -193.004 100129 1.00833 -35214.4 -40481.6
802350 802350 802350 258.973 -190.192 100108 1.00855 -35233.8 -40443.7
802400 802400 802400 257.701 27.5256 100057 1.00906 -35241.1 -40425.4
802450 802450 802450 256.448 288.963 100013 1.0095 -35217.4 -40376.5
802500 802500 802500 258.074 330.033 100005 1.00958 -35174.5 -40366.3
802550 802550 802550 266.482 -15.1063 100029 1.00934 -35136 -40496.9
802600 802600 802600 259.345 319.291 100064 1.00899 -35130.8 -40348.2
802650 802650 802650 260.292 -135.509 100123 1.00839 -35143.6 -40380.1
802700 802700 802700 258.491 73.7821 100163 1.00799 -35186.3 -40386.5
802750 802750 802750 260.574 79.5632 100208 1.00754 -35246 -40488.1
802800 802800 802800 258.97 -84.1463 100253 1.00709 -35309.8 -40519.6
802850 802850 802850 257.569 -274.174 100267 1.00694 -35346.3 -40528
802900 802900 802900 258.319 143.29 100238 1.00724 -35348.3 -40545.1
802950 802950 802950 262.506 195.599 100230 1.00731 -35336.6 -40617.6
803000 803000 803000 261.954 232.964 100276 1.00686 -35339.5 -40609.3
803050 803050 803050 259.627 -273.658 100363 1.00598 -35343.5 -40566.5
803100 803100 803100 259.378 -261.591 100425 1.00536 -35328.6 -40546.6
803150 803150 803150 260.091 59.5625 100467 1.00494 -35281.7 -40514
803200 803200 803200 262.812 247.282 100529 1.00432 -35198 -40485.1
803250 803250 803250 263.694 -121.756 100625 1.00336 -35154 -40458.9
803300 803300 803300 262.242 -141.091 100704 1.00258 -35160.5 -40436.2
803350 803350 803350 264.054 -392.008 100754 1.00208 -35176.4 -40488.5
803400 803400 803400 262.601 -340.045 100736 1.00226 -35203.8 -40486.7
803450 803450 803450 260.057 -157.241 100644 1.00317 -35242.9 -40474.6
803500 803500 803500 259.105 -1.8421 100520 1.00441 -35279 -40491.5
803550 803550 803550 258.653 170.78 100402 1.00559 -35306.8 -40510.3
803600 803600 803600 260.899 382.811 100319 1.00643 -35334.7 -40583.3
803650 803650 803650 261.409 243.851 100305 1.00656 -35371.1 -40630
803700 803700 803700 258.511 -30.8277 100338 1.00623 -35413.5 -40614.1
803750 803750 803750 255.367 27.4492 100368 1.00593 -35461 -40598.3
803800 803800 803800 259.39 -278.127 100394 1.00567 -35509.2 -40727.4
803850 803850 803850 250.325 -49.9714 100396 1.00565 -35559.7 -40595.6
803900 803900 803900 255.912 195.689 100380 1.00582 -35563.7 -40712
803950 803950 803950 260.115 258.905 100392 1.0057 -35513.2 -40746
804000 804000 804000 258.6 98.975 100454 1.00507 -35443.4 -40645.8
804050 804050 804050 262.501 59.8583 100546 1.00415 -35391.3 -40672.1
804100 804100 804100 260.359 75.6313 100664 1.00297 -35367 -40604.8
804150 804150 804150 259.091 26.8793 100797 1.00165 -35356.3 -40568.6
804200 804200 804200 261.214 -11.7727 100935 1.00028 -35341.9 -40596.8
804250 804250 804250 256.588 110.788 101079 0.998857 -35326.8 -40488.7
804300 804300 804300 261.005 1.44115 101229 0.997376 -35302.4 -40553.1
804350 804350 804350 262.387 -87.4125 101380 0.995893 -35251.7 -40530.3
804400 804400 804400 262.163 -193.951 101515 0.994566 -35181 -40455.1
804450 804450 804450 263.108 -236.348 101612 0.993618 -35133.5 -40426.6
804500 804500 804500 263.148 -412.448 101649 0.993252 -35122.9 -40416.8
804550 804550 804550 258.135 -224.538 101589 0.993837 -35143.1 -40336.1
804600 804600 804600 257.595 -247.323 101454 0.995162 -35157.1 -40339.2
804650 804650 804650 260.546 -125.757 101266 0.997007 -35162.3 -40403.9
804700 804700 804700 261.952 126.659 101054 0.999104 -35179.6 -40449.4
804750 804750 804750 261.712 82.4305 100870 1.00093 -35226.1 -40491.1
804800 804800 804800 258.329 298.317 100735 1.00227 -35287.6 -40484.6
804850 804850 804850 259.254 324.428 100666 1.00295 -35319.5 -40535
804900 804900 804900 261.033 304.323 100660 1.00302 -35328.8 -40580.2
804950 804950 804950 258.156 548.376 100714 1.00248 -35343.4 -40536.8
805000 805000 805000 260.937 -43.6794 100844 1.00118 -35365.7 -40615.1
805050 805050 805050 259.025 -65.5933 100982 0.999816 -35400.8 -40611.7
805100 805100 805100 257.719 -167.61 101105 0.998601 -35425.6 -40610.2
805150 805150 805150 255.888 -162.968 101189 0.997766 -35413.3 -40561.2
805200 805200 805200 259.972 -56.9289 101219 0.997476 -35373.6 -40603.6
805250 805250 805250 260.059 -94.7171 101217 0.997492 -35329.2 -40560.9
805300 805300 805300 259.04 -309.372 101191 0.997751 -35281.5 -40492.7
805350 805350 805350 260.253 -205.352 101109 0.99856 -35241.1 -40476.7
805400 805400 805400 263.513 -168.561 100985 0.999783 -35215.7 -40516.9
805450 805450 805450 261.59 112.122 100835 1.00127 -35205.2 -40467.7
805500 805500 805500 264.363 409.463 100705 1.00257 -35212.4 -40530.7
805550 805550 805550 262.136 529.525 100653 1.00309 -35233.2 -40506.8
805600 805600 805600 262.756 378.488 100708 1.00254 -35252.6 -40538.6
805650 805650 805650 262.971 124.981 100836 1.00126 -35278.1 -40568.4
805700 805700 805700 260.335 -54.414 100988 0.999754 -35306.9 -40544.2
805750 805750 805750 256.229 -423.541 101111 0.998543 -35323.8 -40478.4
805800 805800 805800 259.648 -775.87 101129 0.998366 -35319.8 -40543.3
805850 805850 805850 260.018 -276.836 101007 0.999571 -35302.4 -40533.3
805900 805900 805900 262.136 149.975 100835 1.00127 -35254.2 -40527.8
805950 805950 805950 261.989 289.786 100693 1.00269 -35193.3 -40463.9
806000 806000 806000 264.993 308.384 100612 1.00349 -35144.5 -40475.5
806050 806050 806050 263.122 322.549 100607 1.00354 -35133.8 -40427.2
806100 806100 806100 263.395 -13.131 100656 1.00305 -35156 -40454.8
806150 806150 806150 261.916 -48.4781 100712 1.0025 -35233.9 -40502.9
806200 806200 806200 257.234 129.873 100779 1.00183 -35320.8 -40495.7
806250 806250 806250 258.974 238.444 100858 1.00105 -35344.5 -40554.4
806300 806300 806300 260.282 365.874 100969 0.999943 -35360.2 -40596.4
806350 806350 806350 261.252 -119.86 101140 0.998257 -35372.7 -40628.4
806400 806400 806400 257.615 -524.833 101293 0.996748 -35377.9 -40560.5
806450 806450 806450 257.014 -393.925 101353 0.996158 -35351.6 -40522.1
806500 806500 806500 265.058 -247.616 101329 0.996396 -35294 -40626.3
806550 806550 806550 262.872 74.0116 101270 0.996968 -35254.9 -40543.2
806600 806600 806600 264.833 144.239 101225 0.997413 -35239.7 -40567.5
806650 806650 806650 263.322 274.091 101221 0.997453 -35247.2 -40544.5
806700 806700 806700 259.676 -108.737 101265 0.997018 -35296.8 -40520.8
