# Time-averaged data for fix save_thermo
# TimeStep v_vstep v_vtime v_vtemp v_vpress v_vvol v_vden v_vetot v_vpe
1200000 1.2e+06 1.2e+06 320.897 -249.869 102206 0.987837 -31007.4 -37463
1200050 1.20005e+06 1.20005e+06 318.193 43.6053 102195 0.987946 -31054.4 -37455.6
1200100 1.2001e+06 1.2001e+06 315.522 -123.006 102180 0.988094 -31150.8 -37498.3
1200150 1.20015e+06 1.20015e+06 313.799 -199.469 102152 0.98836 -31217.3 -37530.1
1200200 1.2002e+06 1.2002e+06 313.26 -14.9927 102095 0.988918 -31277.3 -37579.3
1200250 1.20025e+06 1.20025e+06 310.277 225.842 102035 0.989497 -31345.5 -37587.5
1200300 1.2003e+06 1.2003e+06 308.826 170.885 102002 0.98982 -31405.1 -37617.9
1200350 1.20035e+06 1.20035e+06 313.592 128.299 101985 0.989979 -31458.2 -37766.8
1200400 1.2004e+06 1.2004e+06 310.362 166.318 101990 0.989936 -31521.3 -37765
1200450 1.20045e+06 1.20045e+06 310.344 -65.7393 102009 0.989753 -31568 -37811.4
1200500 1.2005e+06 1.2005e+06 306.637 185.897 102014 0.9897 -31609.8 -37778.5
1200550 1.20055e+06 1.20055e+06 310.188 196.047 102032 0.989526 -31646.3 -37886.5
1200600 1.2006e+06 1.2006e+06 309.282 -31.1189 102077 0.989088 -31681.7 -37903.7
1200650 1.20065e+06 1.20065e+06 306.183 -280.044 102123 0.98864 -31695.5 -37855.2
1200700 1.2007e+06 1.2007e+06 305.045 -34.2983 102128 0.988592 -31660.6 -37797.4
1200750 1.20075e+06 1.20075e+06 312.624 -1.17386 102106 0.988811 -31568.6 -37857.8
1200800 1.2008e+06 1.2008e+06 316.08 -24.0882 102071 0.989151 -31508.7 -37867.4
1200850 1.20085e+06 1.20085e+06 313.879 184.466 102044 0.989411 -31505.2 -37819.6
1200900 1.2009e+06 1.2009e+06 314.414 -19.7587 102056 0.989298 -31517.3 -37842.5
1200950 1.20095e+06 1.20095e+06 313.573 175.839 102096 0.98891 -31540.6 -37848.9
1201000 1.201e+06 1.201e+06 309.372 131.737 102180 0.988091 -31569 -37792.8
1201050 1.20105e+06 1.20105e+06 308.419 -146.023 102301 0.986924 -31580.5 -37785.1
1201100 1.2011e+06 1.2011e+06 308.936 -161.023 102422 0.985757 -31565.1 -37780.2
1201150 1.20115e+06 1.20115e+06 308.448 -346.285 102522 0.984798 -31525.4 -37730.6
1201200 1.2012e+06 1.2012e+06 310.919 -56.2244 102577 0.984273 -31460.6 -37715.5
1201250 1.20125e+06 1.20125e+06 312.736 -30.0558 102616 0.983899 -31388.1 -37679.5
1201300 1.2013e+06 1.2013e+06 314.393 124.727 102637 0.983694 -31364.3 -37689
1201350 1.20135e+06 1.20135e+06 319.367 -152.196 102668 0.983398 -31411.3 -37836.1
1201400 1.2014e+06 1.2014e+06 312.562 188.696 102697 0.983123 -31527.6 -37815.5
1201450 1.20145e+06 1.20145e+06 308.764 -220.798 102739 0.982718 -31570.3 -37781.9
1201500 1.2015e+06 1.2015e+06 309.816 -618.463 102736 0.982746 -31593.1 -37825.9
1201550 1.20155e+06 1.20155e+06 309.636 -607.442 102619 0.983867 -31612.9 -37842
1201600 1.2016e+06 1.2016e+06 309.307 -134.334 102388 0.986087 -31615.2 -37837.6
1201650 1.20165e+06 1.20165e+06 310.872 205.746 102107 0.988799 -31601.4 -37855.4
1201700 1.2017e+06 1.2017e+06 310.138 288.898 101839 0.991401 -31597.9 -37837.1
1201750 1.20175e+06 1.20175e+06 309.081 496.762 101609 0.993646 -31609.4 -37827.3
1201800 1.2018e+06 1.2018e+06 310.401 496.783 101449 0.995213 -31633 -37877.5
1201850 1.20185e+06 1.20185e+06 309.787 233.282 101371 0.995979 -31672.1 -37904.2
1201900 1.2019e+06 1.2019e+06 309.175 16.8129 101337 0.996317 -31708.5 -37928.3
1201950 1.20195e+06 1.20195e+06 309.257 147.428 101306 0.996621 -31745.4 -37966.9
1202000 1.202e+06 1.202e+06 307.106 -10.8383 101292 0.996759 -31786.7 -37964.9
1202050 1.20205e+06 1.20205e+06 311.92 -290.322 101273 0.996942 -31835 -38110
1202100 1.2021e+06 1.2021e+06 309.688 -361.813 101213 0.997535 -31901.2 -38131.3
1202150 1.20215e+06 1.20215e+06 304.308 29.7378 101109 0.998562 -31944 -38065.9
1202200 1.2022e+06 1.2022e+06 307.432 438.355 101020 0.99944 -31931.4 -38116.2
1202250 1.20225e+06 1.20225e+06 307.486 556.849 101007 0.999566 -31864.9 -38050.7
1202300 1.2023e+06 1.2023e+06 308.533 120.057 101080 0.998848 -31750.5 -37957.4
1202350 1.20235e+06 1.20235e+06 307.889 232.044 101186 0.997796 -31691.1 -37885.1
1202400 1.2024e+06 1.2024e+06 309.701 503.104 101323 0.996451 -31675.9 -37906.3
1202450 1.20245e+06 1.20245e+06 310.8 237.875 101522 0.994497 -31698.7 -37951.2
1202500 1.2025e+06 1.2025e+06 304.782 261.841 101765 0.992121 -31738 -37869.4
1202550 1.20255e+06 1.20255e+06 306.64 -546.277 102036 0.989487 -31740.5 -37909.3
1202600 1.2026e+06 1.2026e+06 304.998 -553.616 102226 0.987647 -31699.1 -37834.9
1202650 1.20265e+06 1.20265e+06 312.765 -671.881 102287 0.987061 -31626.2 -37918.2
1202700 1.2027e+06 1.2027e+06 312.838 -28.1954 102233 0.987578 -31576 -37869.5
1202750 1.20275e+06 1.20275e+06 313.54 -179.257 102150 0.988385 -31561.9 -37869.5
1202800 1.2028e+06 1.2028e+06 313.059 -59.8969 102035 0.9895 -31580.5 -37878.5
1202850 1.20285e+06 1.20285e+06 315.14 -80.922 101912 0.990691 -31613.9 -37953.7
1202900 1.2029e+06 1.2029e+06 312.251 225.144 101792 0.991855 -31658 -37939.7
1202950 1.20295e+06 1.20295e+06 308.018 318.272 101715 0.992607 -31686.6 -37883.1
1203000 1.203e+06 1.203e+06 309.653 117.392 101684 0.992911 -31692.8 -37922.2
1203050 1.20305e+06 1.20305e+06 310.904 -64.1127 101680 0.992952 -31688.7 -37943.3
1203100 1.2031e+06 1.2031e+06 307.604 155.387 101677 0.992982 -31680.9 -37869.1
1203150 1.20315e+06 1.20315e+06 312.525 -192.437 101675 0.992998 -31664.2 -37951.5
1203200 1.2032e+06 1.2032e+06 308.146 -203.561 101655 0.993199 -31637.8 -37837
1203250 1.20325e+06 1.20325e+06 312.776 46.2157 101615 0.993588 -31579.7 -37872
1203300 1.2033e+06 1.2033e+06 310.268 53.6257 101582 0.99391 -31527.4 -37769.2
1203350 1.20335e+06 1.20335e+06 314.406 -54.7111 101555 0.994175 -31484.9 -37809.9
1203400 1.2034e+06 1.2034e+06 314.467 36.8247 101531 0.994411 -31465.4 -37791.7
1203450 1.20345e+06 1.20345e+06 312.954 -234.069 101510 0.994611 -31495.2 -37791.1
1203500 1.2035e+06 1.2035e+06 309.102 -49.4086 101462 0.995082 -31576 -37794.3
1203550 1.20355e+06 1.20355e+06 309.644 -17.7029 101398 0.995718 -31664.3 -37893.5
1203600 1.2036e+06 1.2036e+06 310.021 27.2446 101325 0.996428 -31711.7 -37948.5
1203650 1.20365e+06 1.20365e+06 310.936 -25.1717 101262 0.997052 -31712.2 -37967.5
1203700 1.2037e+06 1.2037e+06 307.803 7.02201 101204 0.997624 -31699.2 -37891.4
1203750 1.20375e+06 1.20375e+06 308.681 137.576 101155 0.99811 -31668.7 -37878.5
