# Time-averaged data for fix save_thermo
# TimeStep v_vstep v_vtime v_vtemp v_vpress v_vvol v_vden v_vetot v_vpe
600000 600000 600000 280.196 47.0103 101007 0.99957 -33921.8 -39558.7
600050 600050 600050 275.764 86.4632 101012 0.999523 -33975.8 -39523.5
600100 600100 600100 277.17 119.979 101027 0.999366 -34064.4 -39640.4
600150 600150 600150 273 280.584 101070 0.998947 -34128.3 -39620.4
600200 600200 600200 275.65 -6.7417 101140 0.998254 -34208.7 -39754.1
600250 600250 600250 272.239 -410.792 101199 0.997673 -34296.5 -39773.3
600300 600300 600300 273.895 -352.768 101189 0.997773 -34363.6 -39873.7
600350 600350 600350 269.595 -51.31 101123 0.998421 -34420.7 -39844.2
600400 600400 600400 271.447 -135.327 101042 0.999222 -34466 -39926.8
600450 600450 600450 269.771 52.8095 100948 1.00016 -34502.7 -39929.9
600500 600500 600500 269.034 10.3238 100867 1.00096 -34527.6 -39939.9
600550 600550 600550 268.478 5.85719 100791 1.00171 -34540.8 -39941.9
600600 600600 600600 270.411 58.5371 100723 1.00239 -34542 -39982
600650 600650 600650 272.217 -19.7134 100669 1.00293 -34540.1 -40016.4
600700 600700 600700 267.085 156.529 100628 1.00333 -34538.4 -39911.4
600750 600750 600750 270.669 65.8908 100604 1.00357 -34522 -39967.2
600800 600800 600800 268.528 40.5897 100588 1.00373 -34496.5 -39898.6
600850 600850 600850 272.448 -63.3834 100575 1.00386 -34450.5 -39931.5
600900 600900 600900 270.388 87.4594 100557 1.00404 -34405.5 -39845.1
600950 600950 600950 272.224 -75.8812 100546 1.00416 -34373.3 -39849.8
601000 601000 601000 274.693 -258.408 100516 1.00446 -34359 -39885.1
601050 601050 601050 271.133 135.204 100462 1.00499 -34354.9 -39809.4
601100 601100 601100 271.355 56.459 100421 1.0054 -34372.1 -39831
601150 601150 601150 270.137 3.28979 100387 1.00574 -34430.4 -39864.9
601200 601200 601200 266.822 226.337 100351 1.0061 -34499.5 -39867.3
601250 601250 601250 267.09 164.869 100337 1.00624 -34547.9 -39921.1
601300 601300 601300 266.197 59.4171 100346 1.00615 -34569.1 -39924.3
601350 601350 601350 270.382 -290.072 100355 1.00606 -34573.5 -40012.9
601400 601400 601400 267.574 246.651 100326 1.00635 -34564.3 -39947.2
601450 601450 601450 274.011 174.652 100331 1.00631 -34523.2 -40035.7
601500 601500 601500 267.935 17.8293 100374 1.00588 -34475.4 -39865.5
601550 601550 601550 272.411 -102.387 100425 1.00536 -34397.2 -39877.4
601600 601600 601600 275.327 -31.6362 100470 1.00491 -34345.5 -39884.4
601650 601650 601650 273.69 81.8134 100513 1.00448 -34348.3 -39854.2
601700 601700 601700 269.696 8.22122 100569 1.00392 -34376.2 -39801.8
601750 601750 601750 272.313 -609.354 100607 1.00354 -34399.9 -39878.2
601800 601800 601800 270.197 -103.697 100549 1.00412 -34427.3 -39863
601850 601850 601850 271.037 -54.388 100446 1.00516 -34450.7 -39903.3
601900 601900 601900 271.418 476.366 100324 1.00637 -34485.3 -39945.6
601950 601950 601950 275.359 314.48 100264 1.00698 -34533.7 -40073.2
602000 602000 602000 271.822 190.367 100280 1.00682 -34579 -40047.4
602050 602050 602050 270.891 203.015 100347 1.00615 -34607.6 -40057.2
602100 602100 602100 265.999 0.700227 100444 1.00517 -34614.1 -39965.4
602150 602150 602150 269.153 18.3928 100544 1.00417 -34600.1 -40014.8
602200 602200 602200 269.426 -391.775 100651 1.0031 -34575.9 -39996.1
602250 602250 602250 267.815 -362.408 100705 1.00256 -34536.6 -39924.3
602300 602300 602300 267.568 -46.8779 100691 1.0027 -34480.7 -39863.5
602350 602350 602350 273.433 -153.665 100648 1.00314 -34438.4 -39939.2
602400 602400 602400 269.715 366.162 100588 1.00373 -34434.8 -39860.8
602450 602450 602450 273.066 272.379 100581 1.00381 -34440.4 -39933.8
602500 602500 602500 271.264 -148.634 100620 1.00341 -34452.6 -39909.8
602550 602550 602550 272.489 5.16927 100648 1.00313 -34470.4 -39952.2
602600 602600 602600 268.602 143.735 100672 1.00289 -34500.3 -39903.9
602650 602650 602650 269.805 -330.311 100708 1.00253 -34521.3 -39949.1
602700 602700 602700 269.585 -228.83 100691 1.0027 -34527.4 -39950.8
602750 602750 602750 269.664 -1.67852 100619 1.00342 -34520.6 -39945.6
602800 602800 602800 270.439 48.3954 100533 1.00428 -34532.5 -39973.1
602850 602850 602850 268.474 55.2486 100449 1.00512 -34600 -40001.1
602900 602900 602900 264.67 316.613 100379 1.00582 -34686.8 -40011.3
602950 602950 602950 267.217 154.801 100358 1.00603 -34714 -40089.7
603000 603000 603000 265.976 317.753 100368 1.00593 -34717.6 -40068.4
603050 603050 603050 270.86 3.17289 100422 1.00539 -34706.4 -40155.5
603100 603100 603100 269.509 -37.9642 100489 1.00472 -34680.8 -40102.7
603150 603150 603150 267.677 46.2821 100554 1.00407 -34634 -40019
603200 603200 603200 269.27 -83.9376 100617 1.00344 -34568.4 -39985.4
603250 603250 603250 270.802 -124.672 100668 1.00294 -34521.1 -39969
603300 603300 603300 271.498 -15.9023 100708 1.00253 -34492.2 -39954
603350 603350 603350 270.335 -172.86 100744 1.00218 -34477.4 -39915.8
603400 603400 603400 272.478 -255.093 100749 1.00213 -34483.2 -39964.7
603450 603450 603450 270.462 106.63 100710 1.00252 -34513.9 -39954.9
603500 603500 603500 272.144 -480.409 100653 1.00308 -34550.5 -40025.3
603550 603550 603550 268.324 -173.817 100523 1.00438 -34577.9 -39975.9
603600 603600 603600 266.228 143.32 100340 1.00621 -34585.3 -39941.2
603650 603650 603650 270.04 329.992 100165 1.00797 -34582.9 -40015.4
603700 603700 603700 269.479 595.306 100058 1.00905 -34579.9 -40001.2
603750 603750 603750 267.961 309.676 100061 1.00902 -34571.1 -39961.8
603800 603800 603800 268.356 132.468 100119 1.00843 -34567.2 -39965.8
603850 603850 603850 269.712 197.43 100206 1.00756 -34568.7 -39994.6
603900 603900 603900 271.486 -22.9079 100335 1.00627 -34572.8 -40034.4
603950 603950 603950 272.048 -419.246 100459 1.00503 -34587.5 -40060.4
