# Time-averaged data for fix save_thermo
# TimeStep v_vstep v_vtime v_vtemp v_vpress v_vvol v_vden v_vetot v_vpe
600000 600000 600000 345.671 -181.653 103342 0.976981 -29080.1 -36034.1
600050 600050 600050 346.041 132.745 103330 0.977092 -29114.1 -36075.6
600100 600100 600100 344.396 -31.6477 103327 0.977121 -29197.1 -36125.4
600150 600150 600150 337.603 50.6853 103328 0.977118 -29276.1 -36067.8
600200 600200 600200 342.417 201.761 103323 0.977164 -29320.1 -36208.7
600250 600250 600250 343.452 202.195 103341 0.976995 -29365.3 -36274.7
600300 600300 600300 341.125 6.25341 103398 0.976453 -29417.6 -36280.2
600350 600350 600350 336.972 -75.2272 103452 0.975947 -29475.3 -36254.3
600400 600400 600400 335.406 -97.8363 103484 0.975642 -29513.2 -36260.8
600450 600450 600450 339.144 -175.331 103504 0.975454 -29501.7 -36324.4
600500 600500 600500 342.146 -49.8122 103505 0.97544 -29458.4 -36341.6
600550 600550 600550 346.152 43.131 103500 0.975496 -29427.4 -36391.1
600600 600600 600600 348.45 20.8196 103510 0.9754 -29453.5 -36463.5
600650 600650 600650 339.689 -195.448 103549 0.975032 -29572.9 -36406.6
600700 600700 600700 333.17 -252.137 103574 0.974799 -29658.2 -36360.7
600750 600750 600750 334.415 -405.905 103550 0.975016 -29649.6 -36377.2
600800 600800 600800 336.314 -316.619 103455 0.975918 -29594.6 -36360.4
600850 600850 600850 340.118 -179.17 103291 0.977468 -29524.7 -36367.1
600900 600900 600900 340.876 110.029 103094 0.979335 -29478 -36335.5
600950 600950 600950 343.598 409.059 102906 0.981125 -29456 -36368.4
601000 601000 601000 342.249 101.353 102763 0.982487 -29463.3 -36348.4
601050 601050 601050 341.331 179.518 102652 0.983552 -29485.3 -36352
601100 601100 601100 335.837 200.184 102567 0.984363 -29514.2 -36270.3
601150 601150 601150 340.102 88.4915 102511 0.984905 -29544.4 -36386.4
601200 601200 601200 341.728 10.7761 102484 0.985164 -29588.7 -36463.5
601250 601250 601250 338.587 32.9136 102475 0.985249 -29642.9 -36454.5
601300 601300 601300 336.143 -45.5201 102468 0.985316 -29700.3 -36462.7
601350 601350 601350 339.424 -142.538 102454 0.985455 -29731 -36559.4
601400 601400 601400 334.11 257.32 102431 0.985668 -29738.9 -36460.3
601450 601450 601450 338.88 -43.9555 102432 0.985663 -29702.5 -36519.9
601500 601500 601500 338.41 369.499 102438 0.985604 -29629.4 -36437.4
601550 601550 601550 343.05 600.784 102504 0.98497 -29531.1 -36432.4
601600 601600 601600 340.96 584.259 102668 0.983394 -29493.8 -36353.1
601650 601650 601650 339.402 381.564 102929 0.980901 -29494.7 -36322.6
601700 601700 601700 340.048 -277.072 103254 0.977818 -29504.6 -36345.5
601750 601750 601750 341.247 -367.792 103559 0.974936 -29492.7 -36357.7
601800 601800 601800 340.432 -407.565 103802 0.972655 -29488 -36336.6
601850 601850 601850 337.824 -540.155 103964 0.97114 -29504 -36300.2
601900 601900 601900 343.326 -626.463 104033 0.970498 -29528.1 -36434.9
601950 601950 601950 337.264 -386.019 104015 0.970662 -29577.1 -36362
602000 602000 602000 335.965 -190.822 103927 0.971485 -29639.4 -36398.2
602050 602050 602050 337.286 -117.471 103806 0.972616 -29686.2 -36471.5
602100 602100 602100 340.456 -108.822 103674 0.973857 -29712.7 -36561.8
602150 602150 602150 341.956 -66.0907 103541 0.975104 -29718.9 -36598.2
602200 602200 602200 339.632 25.2 103415 0.97629 -29718.9 -36551.4
602250 602250 602250 342.667 -20.5132 103301 0.977372 -29716.9 -36610.5
602300 602300 602300 337.452 -131.141 103191 0.978412 -29724.9 -36513.6
602350 602350 602350 339.977 -126.974 103072 0.979543 -29726.9 -36566.4
602400 602400 602400 336.335 381.235 102953 0.980679 -29718.3 -36484.5
602450 602450 602450 340.624 343.988 102888 0.981298 -29676.4 -36528.9
602500 602500 602500 344.671 270.223 102876 0.981406 -29633.8 -36567.7
602550 602550 602550 344.661 21.0172 102907 0.981116 -29618.5 -36552.2
602600 602600 602600 342.053 1.73101 102956 0.980647 -29616.6 -36497.9
602650 602650 602650 339.452 19.6741 103005 0.98018 -29622 -36450.9
602700 602700 602700 344.799 -155.662 103038 0.979869 -29654.7 -36591.2
602750 602750 602750 336.44 23.5483 103043 0.979818 -29738.5 -36506.8
602800 602800 602800 335.734 198.974 103046 0.979794 -29806.2 -36560.4
602850 602850 602850 338.767 -43.8131 103069 0.979566 -29827.3 -36642.5
602900 602900 602900 338.049 173.446 103098 0.979298 -29826.8 -36627.5
602950 602950 602950 338.112 -129.738 103137 0.978927 -29818.7 -36620.6
603000 603000 603000 340.541 209.188 103172 0.978591 -29767.9 -36618.8
603050 603050 603050 343.012 319.868 103244 0.977914 -29663.1 -36563.7
603100 603100 603100 346.993 326.69 103362 0.976793 -29594.7 -36575.3
603150 603150 603150 346.557 -99.9456 103528 0.97523 -29585.7 -36557.6
603200 603200 603200 336.864 -92.6245 103686 0.973741 -29606.6 -36383.5
603250 603250 603250 342.312 -96.9592 103815 0.972528 -29627.6 -36514
603300 603300 603300 338.71 -52.5975 103917 0.971578 -29661.8 -36475.8
603350 603350 603350 342.952 -642.834 103981 0.970978 -29691.4 -36590.8
603400 603400 603400 335.811 -342.938 103962 0.971161 -29705.2 -36460.9
603450 603450 603450 339.591 -293.418 103881 0.971913 -29690 -36521.7
603500 603500 603500 342.32 6.08083 103763 0.973017 -29667.5 -36554.1
603550 603550 603550 344.177 87.531 103666 0.97393 -29641.5 -36565.5
603600 603600 603600 338.897 407.547 103601 0.974537 -29632 -36449.7
603650 603650 603650 340.92 378.028 103594 0.974609 -29631 -36489.5
603700 603700 603700 341.064 -94.9108 103641 0.974163 -29639.7 -36501
603750 603750 603750 340.93 -332.998 103663 0.973953 -29662.9 -36521.5
603800 603800 603800 336.729 -275.186 103626 0.974303 -29677.1 -36451.2
603850 603850 603850 337.296 -325.297 103538 0.975129 -29658.4 -36444
603900 603900 603900 337.458 115.434 103409 0.976348 -29596.2 -36385
603950 603950 603950 342.61 345.775 103284 0.977527 -29525.6 -36418.1
604000 604000 604000 342.897 577.129 103213 0.978203 -29497 -36395.2
604050 604050 604050 339.191 188.893 103220 0.978136 -29500 -36323.7
604100 604100 604100 344.136 -26.4786 103258 0.97778 -29530.7 -36453.8
604150 604150 604150 341.007 -180.242 103296 0.97742 -29611.4 -36471.7
604200 604200 604200 334.767 -351.935 103293 0.977442 -29719 -36453.7
604250 604250 604250 338.584 -368.673 103229 0.978048 -29766.8 -36578.2
604300 604300 604300 339.849 184.655 103125 0.979043 -29767.9 -36604.8
604350 604350 604350 337.356 341.365 103046 0.979793 -29763.3 -36550.1
604400 604400 604400 340.984 277.841 103021 0.980027 -29753.8 -36613.5
604450 604450 604450 343.416 313.849 103053 0.979724 -29732.3 -36641
604500 604500 604500 339.219 416.587 103149 0.978812 -29710.6 -36534.8
604550 604550 604550 336.85 171.293 103304 0.977345 -29663.5 -36440
604600 604600 604600 339.692 -159.604 103467 0.975803 -29583.9 -36417.7
604650 604650 604650 338.424 -161.808 103607 0.974484 -29505.9 -36314.1
604700 604700 604700 342.228 -346.315 103717 0.97345 -29456 -36340.7
604750 604750 604750 338.978 257.73 103780 0.972861 -29446.8 -36266.2
604800 604800 604800 344.551 -29.6521 103855 0.972161 -29456.8 -36388.3
604850 604850 604850 338.123 46.7412 103943 0.971336 -29482.5 -36284.7
604900 604900 604900 339.868 -178.826 104023 0.970589 -29511 -36348.3
604950 604950 604950 338.808 -291.305 104065 0.970198 -29546 -36362
605000 605000 605000 335.478 -359.053 104058 0.970259 -29566.5 -36315.4
605050 605050 605050 344.011 -99.4826 103996 0.970839 -29565.2 -36485.8
