temp, alpha
247.94314648663055, -53.22924402593941e-5
260.4825441947233, -24.106458203784307e-5
273.0134138758106, -1.2875899440348206e-5
285.7287021408901, 17.853495602736103e-5
298.0591631873501, 32.53030114595364e-5
310.5772408279293, 45.89329306209471e-5
323.08963311717156, 55.05367326996537e-5
335.600248734121, 62.900737319001536e-5
348.11370702673895, 72.8491072221729e-5
360.61792662343436, 75.96823309940484e-5
